"hgnc_symbol"	"mim_morbid_accession"
"NR0B1"	300018
"NID2"	NA
"NUSAP1"	NA
"NLN"	NA
"ONECUT3"	NA
"OAZ2"	NA
"NOC2L"	NA
"NLGN2"	NA
"NXPH4"	NA
"NLRC3"	NA
"NGLY1"	615273
"NIPAL3"	NA
"NPIPA1"	NA
"NSUN5"	NA
"NUP58"	NA
"NTRK1"	256800
"NTRK1"	155240
"NSFL1C"	NA
"NMRAL1"	NA
"NOP9"	NA
"NUDT9P1"	NA
"NOMO1"	NA
"NXF3"	NA
"NUPR1"	NA
"OASL"	NA
"NPM2"	NA
"NR2C2"	NA
"NOP58"	NA
"NSMAF"	NA
"NPIPB3"	NA
"NPHS2"	600995
"ODF2"	NA
"NPIPA5"	NA
"NXPH1"	NA
"NME8"	610852
"NPIPB6"	NA
"NT5C1B-RDH14"	NA
"NT5C1B"	NA
"NR4A3"	612237
"NISCH"	NA
"OLFM3"	NA
"NPY4R"	NA
"NRBP2"	NA
"NPNT"	NA
"NYX"	310500
"NHLH1"	NA
"NIFK"	NA
"NOP2"	NA
"NPL"	NA
"NPC1"	257220
"NT5DC2"	NA
"NUCB2"	NA
"NSL1"	NA
"NMNAT2"	NA
"OCLN"	251290
"NONO"	300967
"NPY"	NA
"NIT1"	NA
"OIT3"	NA
"NR2F2"	615779
"NMI"	NA
"OGDHL"	NA
"NOP16"	NA
"NPFFR2"	NA
"NOL4"	NA
"NIM1K"	NA
"NR1I3"	NA
"NGEF"	NA
"OAT"	258870
"NLRP9"	NA
"NR2F1"	615722
"NPIPB8"	NA
"NR4A2"	168600
"NXPH3"	NA
"NGFR"	NA
"NOL4L"	NA
"NXF1"	NA
"NPAP1"	176270
"OLFML2B"	NA
"NOS1AP"	NA
"NOS3"	601367
"NOS3"	189800
"NOS3"	145500
"NOS3"	104300
"NT5E"	211800
"NXNL1"	NA
"NLRP4"	NA
"NUF2"	NA
"OLFM1"	NA
"NNMT"	NA
"NUP188"	NA
"OCRL"	309000
"OCRL"	300555
"NTNG1"	NA
"NPIPB9"	NA
"NXPE3"	NA
"NOCT"	NA
"NPIPB11"	NA
"NVL"	NA
"NIPAL2"	NA
"NOX1"	NA
"NLRP8"	NA
"NPAT"	NA
"OMD"	NA
"OGN"	NA
"NOBOX"	611548
"NLRP5"	NA
"NR5A2"	NA
"NHP2"	613987
"NHP2"	224230
"NOL8"	NA
"NOD1"	NA
"NUP43"	NA
"NUDT1"	NA
"NGDN"	NA
"NHEJ1"	611291
"NME7"	NA
"NSUN3"	NA
"NUDT14"	NA
"NNT"	614736
"NR1I2"	NA
"NUFIP2"	NA
"NLRP3"	617772
"NLRP3"	607115
"NLRP3"	191900
"NLRP3"	148200
"NLRP3"	120100
"NRCAM"	NA
"ODF3B"	NA
"ODF4"	NA
"OLA1"	NA
"NMUR2"	NA
"NKD1"	NA
"NKG7"	NA
"NUDT16P1"	NA
"NPIPA2"	NA
"NXPE1"	NA
"NXPE4"	NA
"NUP62"	271930
"OMP"	NA
"OOSP2"	NA
"NIF3L1"	NA
"NUP50"	NA
"OGT"	300997
"NLRC4"	616115
"NLRC4"	616050
"NPVF"	NA
"NR2E1"	NA
"NSRP1"	NA
"NOD2"	617321
"NOD2"	607507
"NOD2"	266600
"NOD2"	186580
"NRG4"	NA
"NRP1"	NA
"OBSCN"	NA
"NUDT16"	NA
"NUP133"	NA
"NPFFR1"	NA
"OGFOD2"	NA
"NUB1"	NA
"NUDT9"	NA
"NUP88"	NA
"NRXN3"	NA
"OLIG3"	NA
"NKX6-1"	NA
"NODAL"	270100
"NMU"	NA
"NOX4"	NA
"NPHP3"	604387
"NPHP3"	267010
"NPHP3"	208540
"NUAK2"	NA
"OPA1"	616896
"OPA1"	606657
"OPA1"	210000
"OPA1"	165500
"OPA1"	125250
"NSMCE4A"	NA
"NPPA"	615745
"NPPA"	612201
"NTPCR"	NA
"NHSL2"	NA
"NUCKS1"	NA
"NRDC"	NA
"NUDCD2"	NA
"NOVA1"	NA
"NRP2"	NA
"NKX2-2"	NA
"NR2E3"	611131
"NR2E3"	268100
"NPEPL1"	NA
"NT5C"	NA
"NR1H4"	617049
"NTM"	NA
"NPY1R"	NA
"NRBP1"	NA
"NPY5R"	NA
"OMA1"	NA
"NOTCH2NL"	NA
"NID1"	NA
"NRARP"	NA
"NR2C1"	NA
"NOA1"	NA
"OBP2B"	NA
"OPA3"	258501
"OPA3"	165300
"NRROS"	NA
"NRG1"	603013
"NPPB"	NA
"ODF2L"	NA
"NOC3L"	NA
"NOL3"	614937
"NUP85"	NA
"NYNRIN"	NA
"OAS1"	222100
"NQO1"	NA
"OAS2"	NA
"OLIG2"	NA
"OLIG1"	NA
"OAS3"	NA
"NUDT7"	NA
"NUDT16L1"	NA
"NXT1"	NA
"OLFM2"	NA
"NOB1"	NA
"NSUN4"	NA
"NMBR"	NA
"NME2"	NA
"NME1"	256700
"NME1-NME2"	NA
"NTN4"	NA
"NR3C2"	605115
"NR3C2"	177735
"NTN1"	NA
"NIPAL1"	NA
"NLGN1"	NA
"NTRK3"	NA
"NR1D1"	NA
"NOC4L"	NA
"OLFML3"	NA
"NSMCE2"	617253
"NT5C1A"	NA
"NTS"	NA
"NUP54"	NA
"NOV"	NA
"NUP107"	616730
"NMNAT3"	NA
"NPY2R"	NA
"NOSIP"	NA
"NRAS"	614470
"NRAS"	613224
"NRAS"	249400
"NRAS"	188470
"NRAS"	163200
"NRAS"	162900
"NRAS"	137550
"NRAS"	114500
"NMNAT1"	608553
"NPC2"	607625
"NRF1"	NA
"NIT2"	NA
"NGRN"	NA
"NGF"	608654
"NHLH2"	NA
"NMUR1"	NA
"NUDT6"	NA
"NRIP3"	NA
"NOM1"	NA
"OAZ3"	NA
"NUP205"	616893
"NPLOC4"	NA
"NR4A1"	NA
"NOTCH2"	610205
"NOTCH2"	102500
"NPR1"	NA
"NOX5"	NA
"NUDT4"	NA
"ONECUT1"	NA
"NPPC"	NA
"NPS"	NA
"NOS1"	NA
"NUP37"	NA
"NPFF"	NA
"NKTR"	NA
"NR0B2"	601665
"NUDC"	NA
"NMB"	NA
"NUAK1"	NA
"NMD3"	NA
"OTOP1"	NA
"P2RX5"	NA
"OR7C2"	NA
"OSR1"	NA
"OVOL1"	NA
"OXA1L"	NA
"OR1I1"	NA
"OR4F17"	NA
"OR4F21"	NA
"OR9A2"	NA
"OR6V1"	NA
"OR5P2"	NA
"OR5P3"	NA
"OR10A6"	NA
"OR10A3"	NA
"OPRK1"	NA
"OTC"	311250
"OTUD6B"	617452
"OR2H2"	NA
"OSTF1"	NA
"OSCAR"	NA
"OPRM1"	NA
"OR10H2"	NA
"OR10H3"	NA
"OR6B2"	NA
"OR6B3"	NA
"OR10H5"	NA
"OR10H1"	NA
"OSBPL2"	616340
"OTUB1"	NA
"OTOS"	NA
"OTULIN"	617099
"OTUD5"	NA
"OR5AK2"	NA
"OSGIN1"	NA
"OSM"	NA
"OXGR1"	NA
"OR2W1"	NA
"OR2B3"	NA
"OR2J3"	615082
"OR2J2"	NA
"OR4D1"	NA
"OR4D2"	NA
"OR14J1"	NA
"OR12D3"	NA
"OR10C1"	NA
"OR12D2"	NA
"OR5V1"	NA
"OR11A1"	NA
"OR2H1"	NA
"P2RY10"	NA
"P2RX1"	609821
"OSGIN2"	NA
"OSBPL1A"	NA
"OR2B2"	NA
"OR2B6"	NA
"OSMR"	105250
"OR4M2"	NA
"OR4N4"	NA
"OTUB2"	NA
"OPRL1"	NA
"OR6S1"	NA
"OR2AG2"	NA
"OR2AG1"	NA
"OR6A2"	NA
"P2RX3"	NA
"OR10A2"	NA
"OR10A5"	NA
"OR2D3"	NA
"OR10A4"	NA
"OR2D2"	NA
"OR2K2"	NA
"ORAOV1"	NA
"OR5AU1"	NA
"OTX1"	NA
"OR1D5"	NA
"OR1D2"	NA
"OR1G1"	NA
"OR1A2"	NA
"ORAI3"	NA
"OPHN1"	300486
"OR1A1"	NA
"OR3A2"	NA
"OR3A1"	NA
"OXR1"	NA
"OTOF"	601071
"OR13F1"	NA
"OR13C4"	NA
"OR13C3"	NA
"OR13C8"	NA
"OR13C5"	NA
"OR13C2"	NA
"OR13C9"	NA
"OR13D1"	NA
"OXT"	NA
"OR1E1"	NA
"OR3A3"	NA
"OR1E2"	NA
"OPN4"	NA
"OR10H4"	NA
"OR4B1"	NA
"ORC4"	613800
"OR4X2"	NA
"OR4X1"	NA
"OR4S1"	NA
"OR4C3"	NA
"OR4A47"	NA
"OSBPL5"	NA
"OSBPL6"	NA
"OR13H1"	NA
"OTUD6A"	NA
"ORC6"	613803
"OPLAH"	260005
"OXNAD1"	NA
"OR2T4"	NA
"OR2T6"	NA
"OR2T1"	NA
"OR2T2"	NA
"OR2T3"	NA
"OR2T5"	NA
"OR4F5"	NA
"OR1F1"	NA
"OR52B4"	NA
"OR52K2"	NA
"OR52K1"	NA
"OPALIN"	NA
"OR13J1"	NA
"OR2S2"	NA
"OR4F29"	NA
"OR2AT4"	NA
"P2RX6"	NA
"OR4C13"	NA
"OR4C12"	NA
"OXSR1"	NA
"OR4C45"	NA
"OTOR"	NA
"OR4F16"	NA
"OR4C46"	NA
"OR1J1"	NA
"OR4A5"	NA
"OR1J2"	NA
"OR1J4"	NA
"OR1N1"	NA
"OR1N2"	NA
"OR1L8"	NA
"OR1B1"	NA
"OR1Q1"	NA
"OR1L1"	NA
"OR1L3"	NA
"OR1L4"	NA
"OR1L6"	NA
"OR5C1"	NA
"OR1K1"	NA
"OR13A1"	NA
"OR2V1"	NA
"OR2V2"	NA
"OR4A16"	NA
"OR4A15"	NA
"OR2Y1"	NA
"OR11H1"	NA
"OR2A4"	NA
"OR4C15"	NA
"OR4C16"	NA
"OR4C11"	NA
"OR4P4"	NA
"OR2C1"	NA
"OR4S2"	NA
"OR4C6"	NA
"OR5D13"	NA
"OPN1LW"	303900
"OPN1LW"	303700
"OR5D14"	NA
"OR5L1"	NA
"OPN1MW"	303800
"OPN1MW"	303700
"OR5D18"	NA
"OR5L2"	NA
"OR5D16"	NA
"OPN1MW2"	NA
"OPN1MW3"	NA
"OR5W2"	NA
"OR5I1"	NA
"OXSM"	NA
"OVOL2"	122000
"OR10AG1"	NA
"OSBP2"	NA
"OR5F1"	NA
"OR5AS1"	NA
"ORM1"	NA
"OR8I2"	NA
"ORM2"	NA
"OR8H2"	NA
"OTP"	NA
"OR8H3"	NA
"OR8J3"	NA
"OR8K5"	NA
"OR5J2"	NA
"OR5T2"	NA
"OR5T3"	NA
"OR5T1"	NA
"OR52M1"	NA
"OR8H1"	NA
"OR8K3"	NA
"OR8K1"	NA
"OR8J1"	NA
"OR8U1"	NA
"OR5R1"	NA
"OR52I2"	NA
"OR52I1"	NA
"OR5M9"	NA
"OR5M3"	NA
"OR10T2"	NA
"OR10K2"	NA
"OR10K1"	NA
"OR10R2"	NA
"OR6Y1"	NA
"OR6P1"	NA
"OR10X1"	NA
"OR10Z1"	NA
"OR6K2"	NA
"OR6K3"	NA
"OR6K6"	NA
"OR6N1"	NA
"OR6N2"	NA
"OR8U8"	NA
"OR9G1"	NA
"OR9G9"	NA
"OR9G4"	NA
"OR5M8"	NA
"OXER1"	NA
"OR56A3"	NA
"OR5M11"	NA
"OR5M10"	NA
"OR56A5"	NA
"OR52L1"	NA
"OR56A4"	NA
"P2RX7"	NA
"OR56A1"	NA
"OR51D1"	NA
"OR51E1"	NA
"OTUD1"	NA
"OR51E2"	NA
"OR51A7"	NA
"OR51T1"	NA
"OR51G2"	NA
"OR51A2"	NA
"OR51F1"	NA
"OR51A4"	NA
"OR52R1"	NA
"OR51H1"	NA
"OR51G1"	NA
"OR51S1"	NA
"OR51F2"	NA
"P2RX4"	NA
"OR52B2"	NA
"OR10J3"	NA
"OR56B4"	NA
"OR10J1"	NA
"OR10J5"	NA
"OPTN"	613435
"OPTN"	606657
"OPTN"	137760
"OR5M1"	NA
"OR5AP2"	NA
"OR5AR1"	NA
"OR52W1"	NA
"OR51L1"	NA
"OR52J3"	NA
"OR52E2"	NA
"OR7C1"	NA
"OR7A5"	NA
"OR4F3"	NA
"OR7A10"	NA
"OR7A17"	NA
"OR52A5"	NA
"OR4F6"	NA
"OR4F15"	NA
"OR52A1"	NA
"OR4F4"	NA
"ORMDL1"	NA
"OR51V1"	NA
"OR52E6"	NA
"OR52E4"	NA
"OR52E8"	NA
"OR51B4"	NA
"OR56B1"	NA
"OR51I2"	NA
"OR52H1"	NA
"OR51J1"	NA
"OR51M1"	NA
"OR52N1"	NA
"OR51B6"	NA
"OR51B5"	NA
"OR11H12"	NA
"OR51I1"	NA
"OR52B6"	NA
"OR52N5"	NA
"OR51B2"	NA
"OR51Q1"	NA
"OR52N4"	NA
"OR52N2"	NA
"OR52D1"	NA
"OR2F2"	NA
"OR2F1"	NA
"OTOL1"	NA
"OR6B1"	NA
"OR2A5"	NA
"ORAI1"	615883
"ORAI1"	612782
"OR5AN1"	NA
"OR5A2"	NA
"OR2A25"	NA
"OR2A12"	NA
"OR2A2"	NA
"OR2A14"	NA
"OR5A1"	NA
"OR4D6"	NA
"OR4D10"	NA
"OR4D11"	NA
"OR4D9"	NA
"OR2A7"	NA
"OSBP"	NA
"OR2A42"	NA
"OSCP1"	NA
"OR2A1"	NA
"OTUD3"	NA
"OTOP2"	NA
"OR10V1"	NA
"OR10AD1"	NA
"OPRD1"	NA
"OSTC"	NA
"OS9"	NA
"OR11H2"	NA
"OR4N2"	NA
"OR4Q3"	NA
"OR4M1"	NA
"OSR2"	NA
"OPN1SW"	190900
"OR2B11"	NA
"OR2W5"	NA
"OR2G2"	NA
"OR14K1"	NA
"OR6F1"	NA
"OR9A4"	NA
"OR8S1"	NA
"OR13G1"	NA
"OR2G3"	NA
"OR14A2"	NA
"OR2C3"	NA
"OR1C1"	NA
"OR14A16"	NA
"OR11L1"	NA
"OR2W3"	NA
"OR2T8"	NA
"OR2L8"	NA
"OR2AK2"	NA
"OR2L5"	NA
"OR2L2"	NA
"OR2L3"	NA
"OR2L13"	NA
"OR2M5"	NA
"OR2M2"	NA
"OR2M3"	NA
"OR2M4"	NA
"OR2T33"	NA
"OR2T12"	NA
"OR2M7"	NA
"OR14C36"	NA
"OR2G6"	NA
"OR2T29"	NA
"OR2T34"	NA
"OR2T10"	NA
"OR2T11"	NA
"OR2T35"	NA
"OR4K2"	NA
"OR2T27"	NA
"OR14I1"	NA
"OR4K5"	NA
"OR4K1"	NA
"OR4K15"	NA
"OR4K14"	NA
"OR4K13"	NA
"OR4L1"	NA
"OR4K17"	NA
"OR4N5"	NA
"ORC3"	NA
"OSTM1"	259720
"ORMDL3"	NA
"OR11G2"	NA
"OR11H6"	NA
"OR11H4"	NA
"OR2AE1"	NA
"OR6X1"	NA
"OR6M1"	NA
"OR8D4"	NA
"OR4D5"	NA
"OR6T1"	NA
"OR10S1"	NA
"OR10G4"	NA
"OR10G9"	NA
"OR10G8"	NA
"OR10G7"	NA
"ORC5"	NA
"OPTC"	NA
"OPN5"	NA
"ORMDL2"	NA
"OR5AC2"	NA
"OR5H1"	NA
"OR5H14"	NA
"OR5H15"	NA
"OR5H2"	NA
"OR5H6"	NA
"OR5K4"	NA
"OR5K3"	NA
"OSBPL11"	NA
"OXCT1"	245050
"ORC2"	NA
"OR5K1"	NA
"OSBPL9"	NA
"OR5K2"	NA
"OR10D3"	NA
"OR8G1"	NA
"OR8G5"	NA
"OR8D1"	NA
"OR8D2"	NA
"OR8B2"	NA
"OR8B3"	NA
"OR8B4"	NA
"OVGP1"	NA
"OR2Z1"	NA
"OR8B8"	NA
"P2RY1"	NA
"OR9Q1"	NA
"OR6Q1"	NA
"OR9I1"	NA
"OR9Q2"	NA
"OR8B12"	NA
"OR8A1"	NA
"OR1S2"	NA
"OR1S1"	NA
"OR10Q1"	NA
"OR10W1"	NA
"OR5B17"	NA
"OR5B3"	NA
"OR5B2"	NA
"OR5B12"	NA
"OR5B21"	NA
"OR1M1"	NA
"OR7G2"	NA
"OR7G1"	NA
"OR7G3"	NA
"OTUD4"	NA
"OR7D2"	NA
"OTUD7A"	NA
"OR7D4"	NA
"OR7E24"	NA
"OR10G3"	NA
"OR10G2"	NA
"OR4E2"	NA
"OR4E1"	NA
"OSBPL8"	NA
"OPN3"	NA
"OPCML"	167000
"OTX2"	613986
"OTX2"	610125
"ORC1"	224690
"OTUD7B"	NA
"OTOG"	614945
"OSBPL10"	NA
"P2RX2"	608224
"OSTCP1"	NA
"OXCT2"	NA
"P2RY11"	NA
"ORAI2"	NA
"OR9K2"	NA
"OSGEP"	617729
"OR10A7"	NA
"OR6C74"	NA
"OR6C6"	NA
"OR6C1"	NA
"OR6C3"	NA
"OR6C75"	NA
"OR6C65"	NA
"OXTR"	NA
"OR6C76"	NA
"OR6C4"	NA
"OR6C68"	NA
"OR2AP1"	NA
"OR6C2"	NA
"OR6C70"	NA
"OR10P1"	NA
"OXLD1"	NA
""	NA
"PFKFB1"	NA
"PARP11"	NA
"PEX3"	617370
"PEX3"	614882
"PAG1"	NA
"PDE2A"	NA
"PDZD11"	NA
"PANX1"	NA
"PDIA6"	NA
"PDGFD"	NA
"PDE4D"	614613
"PDE4D"	606799
"PAIP2B"	NA
"PAXBP1"	NA
"PGM2"	NA
"PCYOX1"	NA
"PGC"	NA
"PEX16"	614877
"PEX16"	614876
"PDCD1LG2"	NA
"PALM2-AKAP2"	NA
"PEX6"	616617
"PEX6"	614863
"PEX6"	614862
"PALM2"	NA
"P3H3"	NA
"PASD1"	NA
"PAGE2"	NA
"PDZD3"	NA
"PATE1"	NA
"PBX2"	NA
"PCSK1"	612362
"PCSK1"	600955
"PATE3"	NA
"PATE4"	NA
"PGAM4"	NA
"PGK1"	300653
"PAK1IP1"	NA
"PGAM1"	NA
"PGAP2"	614207
"PBK"	NA
"PARD6B"	NA
"PDHX"	245349
"PAGE5"	NA
"PAGE3"	NA
"PDCD7"	NA
"PDZD9"	NA
"PELO"	NA
"PDZD2"	NA
"PDCD6"	NA
"PEX5"	616716
"PEX5"	214110
"PEX5"	202370
"PCF11"	NA
"PGLYRP1"	NA
"PCSK5"	NA
"PARP16"	NA
"PARD6A"	NA
"PHF11"	600807
"PHF11"	147050
"PHF21A"	NA
"PFKFB3"	NA
"PAFAH1B1"	607432
"PDE10A"	616922
"PDE10A"	616921
"PCP4"	NA
"PDCD5"	NA
"PACSIN3"	NA
"PACS1"	615009
"PCDH1"	NA
"PADI2"	NA
"PDE4A"	NA
"PEX11G"	NA
"PGGHG"	NA
"PADI1"	NA
"PBX4"	NA
"PADI3"	191480
"PCNX3"	NA
"PADI4"	180300
"PCDH12"	NA
"PADI6"	617234
"PDIA2"	NA
"PAM"	NA
"PGAM2"	261670
"PCTP"	NA
"PCMTD2"	NA
"PDCD1"	NA
"PGM2L1"	NA
"PGBD1"	NA
"PDZD8"	NA
"PCBP1"	NA
"PDRG1"	NA
"P2RY8"	NA
"PEX2"	614867
"PEX2"	614866
"PAX7"	268220
"PHF20L1"	NA
"PDK1"	NA
"PANK3"	NA
"PDAP1"	NA
"PAIP2"	NA
"PDP1"	608782
"PEPD"	170100
"PHF7"	NA
"PARP10"	NA
"PDE1A"	NA
"PAK6"	NA
"P4HTM"	NA
"PARP4"	NA
"PCCA"	606054
"PDK3"	NA
"PC"	266150
""	610475
"PDE11A"	610475
"PCK2"	261650
"PDYN"	610245
"PDF"	NA
"PDE8B"	614190
"PDE8B"	609161
"PFN4"	NA
"PAX8"	218700
"PAM16"	613320
"PCSK4"	NA
"PCYT1B"	NA
"PATL2"	617743
"PFKP"	NA
"PBLD"	NA
"PARN"	616371
"PARN"	616353
"PANK1"	NA
"PANK4"	NA
"PDZD4"	NA
"PAPLN"	NA
"PEG10"	NA
"PAFAH1B2"	NA
"PEX26"	614873
"PEX26"	614872
"PDHA1"	312170
"PHACTR1"	NA
"PDCL3"	NA
"PCDH8"	NA
"PDK4"	NA
"PFKFB4"	NA
"PALM"	NA
"P2RY4"	NA
"PHIP"	NA
"PCK1"	261680
"PALB2"	613348
"PALB2"	610832
"PALB2"	189960
"PALB2"	114480
"PAQR5"	NA
"PCYT2"	NA
"PAFAH1B3"	NA
"PDPK1"	NA
"PFDN6"	NA
"PEX13"	614885
"PEX13"	614883
"PHF2"	NA
"PCMTD1"	NA
"PBX3"	NA
"PHGR1"	NA
"PGAP1"	615802
"PHF13"	NA
"PEMT"	NA
"PCGF6"	NA
"PHB2"	NA
"PABPC1L2B"	NA
"PABPC1L2A"	NA
"PAX9"	604625
"PAMR1"	NA
"PGA4"	NA
"PGA3"	169710
"PGA5"	NA
"PFDN4"	NA
"PGF"	NA
"PHF10"	NA
"PDGFA"	NA
"PELI1"	NA
"PCDH17"	NA
"PACSIN2"	NA
"PARD6G"	NA
"PCSK2"	NA
"PHACTR3"	NA
"PCGF1"	NA
"PCBD2"	NA
"PDIA4"	NA
"PENK"	NA
"PEX10"	614871
"PEX10"	614870
"PHF3"	NA
"PDCD11"	NA
"PAX6"	604229
"PAX6"	206700
"PAX6"	194072
"PAX6"	165550
"PAX6"	148190
"PAX6"	136520
"PAX6"	120430
"PAX6"	106210
"PAPSS2"	612847
"PABPC3"	NA
"PDCD2L"	NA
"PAK3"	300558
"PES1"	NA
"PCNT"	210720
"PDCL"	NA
"PAX3"	268220
"PAX3"	193500
"PAX3"	148820
"PAX3"	122880
"PCDH7"	NA
"PDE3A"	112410
"PEG3"	NA
"PDXDC1"	NA
"PCOLCE"	NA
"PHF12"	NA
"PDS5A"	NA
"PER3"	616882
"PACSIN1"	NA
"PET100"	220110
"PHF6"	301900
"PCGF3"	NA
"PAAF1"	NA
"PDPR"	NA
"PDHB"	614111
"PARK7"	606324
"PFDN1"	NA
"PEAR1"	NA
"PCSK6"	NA
"PCGF5"	NA
"PGRMC1"	NA
"PCDH20"	NA
"PDE7B"	NA
"P2RY2"	NA
"P2RY6"	NA
"PCDHA5"	NA
"PCDHA12"	NA
"PCDHA7"	NA
"PCDHA9"	NA
"PCDHA3"	NA
"PCDHA10"	NA
"PCDHA1"	NA
"PCDHAC1"	NA
"PCDHA6"	NA
"PECAM1"	NA
"PCDHA2"	NA
"PCDHA4"	NA
"PCDHA13"	NA
"PCDHA11"	NA
"PCDHA8"	NA
"PCDHAC2"	NA
"PFKM"	232800
"PCDH11Y"	NA
"PHB"	114480
"PGS1"	NA
"PFN1"	614808
"PABPN1"	164300
"PCDH9"	NA
"PCNX4"	NA
"PHF20"	NA
"PARVA"	NA
"PEA15"	NA
"PACRGL"	NA
"PDIA3"	NA
"PEX19"	614886
"PCIF1"	NA
"PET117"	NA
"PCNA"	615919
"PELP1"	NA
"PGAP3"	615716
"PHF14"	NA
"PGM3"	615816
"PHF1"	NA
"PDGFRA"	607685
"PDGFRA"	606764
"PBRM1"	NA
"PDCD6IP"	NA
"PDZRN4"	NA
"PAOX"	NA
"PDP2"	NA
"PFDN2"	NA
"PDCD2"	NA
"PCDHB1"	NA
"PCDHB2"	NA
"PARVB"	NA
"PGR"	264080
"PDE7A"	NA
"PCDH19"	300088
"PHC2"	NA
"PF4V1"	NA
"PDLIM5"	NA
"PFAS"	NA
"P4HA1"	NA
"PDCD4"	NA
"P4HA2"	617238
"PELI3"	NA
"PF4"	NA
"PCDHB6"	NA
"PCDHB8"	NA
"PCDHB5"	NA
"PCDHB15"	NA
"PCDHB12"	NA
"PCDHB13"	NA
"PCDHB7"	NA
"PCDHB3"	NA
"PCDHB10"	NA
"PCDHB4"	NA
"PCDHB9"	NA
"PDLIM4"	166710
"PCDHB16"	NA
"PCDHB14"	NA
"PCDHB11"	NA
"PABPC5"	NA
"PDC"	NA
"PARG"	NA
"PCDH11X"	NA
"PCP4L1"	NA
"PDSS2"	614652
"PHF19"	NA
"PCED1A"	NA
"PCGF2"	NA
"PCNP"	NA
"PFKL"	NA
"P4HA3"	NA
"PCDH10"	NA
"PABPC4L"	NA
"PCDH18"	NA
"PGLS"	NA
"PBX1"	617641
"PEX12"	614859
"PEX12"	266510
"PDE4B"	NA
"PATL1"	NA
"PAGE1"	NA
"PDHA2"	NA
"PAX2"	616002
"PAX2"	191830
"PAX2"	120330
"PARM1"	NA
"PCMT1"	NA
"PAIP1"	NA
"PBDC1"	NA
"PARP1"	NA
"PDE9A"	NA
"PDCD10"	603285
"PGM5"	NA
"PAX4"	612227
"PAX4"	612225
"PAX4"	125853
"PERP"	NA
"PAQR7"	NA
"PDLIM2"	NA
"PDE3B"	NA
"PAPPA"	NA
"PASK"	NA
"PARP3"	NA
"PAPSS1"	NA
"PER2"	604348
"PCDHGA5"	NA
"PCDHGA1"	NA
"PCDHGA4"	NA
"PCDHGB4"	NA
"PCDHGC4"	NA
"PCDHGA12"	NA
"PAEP"	NA
"PCDHGA3"	NA
"PCDHGC3"	NA
"PCDHGB1"	NA
"PCDHGA2"	NA
"PCDHGB5"	NA
"PCDHGB7"	NA
"PCDHGB6"	NA
"PCDHGC5"	NA
"PCDHGA8"	NA
"PCDHGA11"	NA
"PCDHGA10"	NA
"PCDHGA9"	NA
"PCDHGA7"	NA
"PCDHGB3"	NA
"PCDHGA6"	NA
"PCDHGB2"	NA
"PDLIM1"	NA
"PAFAH2"	NA
"PDILT"	NA
"PCYOX1L"	NA
"PCBP4"	NA
"P3H2"	614292
"PEX7"	614879
"PEX7"	266500
"PEX7"	215100
"PABPC1"	NA
"PDIK1L"	NA
"PDK2"	NA
"PARD3B"	NA
"PARVG"	NA
"PHAX"	NA
"PAPPA2"	NA
"PFDN5"	NA
"PGP"	NA
"PAX5"	615545
"PDXP"	NA
"PACS2"	NA
"PDGFB"	615483
"PDGFB"	607907
"PDGFB"	607174
"PDGFB"	213600
"PAICS"	NA
"PDE6C"	613093
"PHF8"	300263
"PDX1"	606392
"PDX1"	606176
"PDX1"	260370
"PDX1"	125853
"PEX1"	601539
"PEX1"	234580
"PEX1"	214100
"PALM3"	NA
"PHC3"	NA
"PDE6A"	613810
"PAN3"	NA
"PAWR"	NA
"PANX2"	NA
"PAN2"	NA
"PAPOLA"	NA
"PDCL2"	NA
"PALD1"	NA
"PAK1"	NA
"PCCB"	606054
"PARS2"	NA
"PDE8A"	NA
"PCSK9"	603776
"PDE6H"	610024
"PARP2"	NA
"PDSS1"	614651
"PEX5L"	NA
"PDGFRL"	114550
"PER1"	NA
"PDE6B"	613801
"PDE6B"	163500
"PAGR1"	NA
"PANX3"	NA
"PAX1"	615560
"PDZK1"	NA
"PDGFRB"	616592
"PDGFRB"	615007
"PDGFRB"	601812
"PDGFRB"	228550
"PDGFRB"	213600
"PDGFRB"	131440
"PFKFB2"	NA
"PFN3"	NA
"PDZRN3"	NA
"PCBD1"	264070
"PCOLCE2"	NA
"PABPC1L"	NA
"PEX11B"	614920
"PCID2"	NA
"PCYT1A"	608940
"PDXK"	NA
"PAPOLB"	NA
"PELI2"	NA
"PAK2"	NA
"PDE5A"	NA
"PARD3"	NA
"PDS5B"	NA
"PDE4C"	NA
"PGK2"	NA
"PARP9"	NA
"PARP15"	NA
"PDE4DIP"	NA
"PARP14"	NA
"PAK5"	NA
"PAPOLG"	NA
"PAQR4"	NA
"PALLD"	606856
"PDE1C"	NA
"PDIA5"	NA
"PAXIP1"	104300
"PANK2"	607236
"PANK2"	234200
"PAQR3"	NA
"PDLIM7"	NA
"PCED1B"	NA
"PEX11A"	NA
"PDE1B"	NA
"PHF23"	NA
"PATZ1"	NA
"PEBP4"	NA
"PARL"	NA
"PABPC4"	NA
"PHKA1"	300559
"PDE12"	NA
"PCM1"	NA
"P3H1"	610915
"PCBP2"	NA
"PHACTR4"	NA
"PDZK1IP1"	NA
"PCSK1N"	NA
"PGAM5"	NA
"PAK4"	NA
"PARP12"	NA
"PDPN"	NA
"PCDH15"	609533
